,premise,hypothesis,label
965,Only old white men  Seems like a rather racist statement.,A religion or members of a religion are compared to devils or demons.,1
969,What about it? I think its deplorable trump wants my family to watch Mexican porno. We are Christian,A religion promotes violence or intolerance.,1
970,What about it? I think its deplorable trump wants my family to watch Mexican porno. We are Christian,A religion is inferior when compared to another religion.,1
972,The old white fat boy.,A religion is preferred to another.,1
973,The old white fat boy.,Members of a religion should be excluded and marginalized.,1
974,The old white fat boy.,A religion promotes violence or intolerance.,1
976,Kudos to the City of Seward for standing up to the dog nazis. I love dogs but I have real problems with a lot of dog people. Some of them are worse than religious fanatics.,The integration of a religion should be avoided in a country or society.,1
981,Yea that gay couple had a fight over their winnings and broke up. Oh so sad,Members of a religion are a threat.,1
982,Yea that gay couple had a fight over their winnings and broke up. Oh so sad,A religion should be discriminated against.,1
983,Hmmmmm are you speaking based on your own experience? Or are you just making a blank statement about transgender people as having mental issues? Tsk tsk....,A religion is inferior when compared to another religion.,1
985,Hmmmmm are you speaking based on your own experience? Or are you just making a blank statement about transgender people as having mental issues? Tsk tsk....,Members of a religion are compared to animals.,1
987,As a woman The Honest Courtesan once remarked: All women are whores. Get over yourself Wente.,Members of a religion should be excluded and marginalized.,1
989,As a woman The Honest Courtesan once remarked: All women are whores. Get over yourself Wente.,Members of a religion are not trustworthy or loyal.,1
990,As a woman The Honest Courtesan once remarked: All women are whores. Get over yourself Wente.,Religious attire or symbols should be prohibited.,1
991,I dont get it.  To date all Israeli Jews blackbrownwhiteSephardiAshkenazi share a single space with separation between the sexes.  What rationale is there to demand being different and have a separate section for anyone or anything?,Members of a religion should remain in their respective countries.,1
992,I dont get it.  To date all Israeli Jews blackbrownwhiteSephardiAshkenazi share a single space with separation between the sexes.  What rationale is there to demand being different and have a separate section for anyone or anything?,A religion or members of a religion are compared to devils or demons.,1
994,I dont get it.  To date all Israeli Jews blackbrownwhiteSephardiAshkenazi share a single space with separation between the sexes.  What rationale is there to demand being different and have a separate section for anyone or anything?,Members of a religion are not trustworthy or loyal.,1
995,Who is more marginalized than women?  HmmAlaska Native and American Indian students whose school leaders believe they cant learn?  Young black men who are automatically assumed to be criminals if they drive a nice car?  Legal immigrants who are assumed to be illegal?  People with disabilities?,Members of a religion are compared to animals.,1
996,Who is more marginalized than women?  HmmAlaska Native and American Indian students whose school leaders believe they cant learn?  Young black men who are automatically assumed to be criminals if they drive a nice car?  Legal immigrants who are assumed to be illegal?  People with disabilities?,Members of a religion are a threat.,1
