premise,hypothesis,label
Thanks that was very helpful. So who else is inferior to your kind in the global human hierarchy? Lazy Latinos? Crooked Jews? Shifty Asians? Backward Arabs? Please educate us.,Members of a religion should be excluded and marginalized.,1
Thanks that was very helpful. So who else is inferior to your kind in the global human hierarchy? Lazy Latinos? Crooked Jews? Shifty Asians? Backward Arabs? Please educate us.,Members of a religion are a threat.,1
What I object to is the underlying idea that only white people are racist. The fact is racism is found in people of every colour one is no more racist than the other.,A religion or members of a religion are stupid.,1
Whoever holds more power will ultimately have the upper hand. It works the same way in nonWhite societies. North Koreans are racist against nonNorth Koreans. Black Africans are racist against other Black Africans. Japanese are racist against Koreans and vice versa.   Nothing you said disputes the fact that all people have racist thoughts.,A religion or members of a religion are compared to devils or demons.,1
Whoever holds more power will ultimately have the upper hand. It works the same way in nonWhite societies. North Koreans are racist against nonNorth Koreans. Black Africans are racist against other Black Africans. Japanese are racist against Koreans and vice versa.   Nothing you said disputes the fact that all people have racist thoughts.,A religion is inferior when compared to another religion.,1
Whoever holds more power will ultimately have the upper hand. It works the same way in nonWhite societies. North Koreans are racist against nonNorth Koreans. Black Africans are racist against other Black Africans. Japanese are racist against Koreans and vice versa.   Nothing you said disputes the fact that all people have racist thoughts.,Members of a religion are not trustworthy or loyal.,1
Whoever holds more power will ultimately have the upper hand. It works the same way in nonWhite societies. North Koreans are racist against nonNorth Koreans. Black Africans are racist against other Black Africans. Japanese are racist against Koreans and vice versa.   Nothing you said disputes the fact that all people have racist thoughts.,A religion should be discriminated against.,1
light stepping Jesuit priests  RD has to insert his fear and loathing of gays even into this comment.,Religious attire or symbols should be prohibited.,1
light stepping Jesuit priests  RD has to insert his fear and loathing of gays even into this comment.,Members of a religion are a threat.,1
light stepping Jesuit priests  RD has to insert his fear and loathing of gays even into this comment.,Members of a religion are a threat.,1
No one nominated these goons to represent the mythical white race. These goobers with their raging inferiority complex hate educated white people just as much as people of color.,Members of a religion are compared to animals.,1
