,comment_text,identity_attack_x,bias,target,category,rationale,predicted,labels
608,Libiots are really losing their minds,0.6,neutral,,none,,['entailment'],"{'contradiction': 0.4, 'neutral': 2.9, 'entailment': 96.7}"
609,and on another note: These racist hating Democrats are onto Fake narratives of Donalds white racism. Guess the Fake Russian collusion is in the past,0.289855073,neutral,,none,,['entailment'],"{'contradiction': 0.2, 'neutral': 1.1, 'entailment': 98.7}"
610,How many times do you have to hear the redundant term radical Islam terrorism? What difference does it make what you call it? We have radical Christians we have good Christians. We have radical Muslims and we have radical Muslims. Feel better now?,0.6,neutral,,none,,['entailment'],"{'contradiction': 1.8, 'neutral': 5.9, 'entailment': 92.3}"
611,Trump asserting moral equivalency to White Supremacists and Nazis with those that oppose them is completely wrong and hateful in so many ways.  Groups who wish death and destruction to other people based on race religion or sexual orientation is unacceptable in any civilized society.,0.25862069,neutral,,none,,['entailment'],"{'contradiction': 0.1, 'neutral': 1.5, 'entailment': 98.3}"
612,Perhaps those people who are so focused on defining people by their skin colour are the root cause of the ridiculousness. An article from a publication like that Globe that defines the country in that way  brown white etc.  is still ridiculous.,0.7,neutral,,none,,['entailment'],"{'contradiction': 0.2, 'neutral': 8.0, 'entailment': 91.8}"
613,Friggin players disrespecting our soldiers who laid down their lives for our flag should pull their heads out of their a_ses. What the hell does our flag and national anthem have to do with their false narrative of cops out to kill black people.,0.557142857,neutral,,none,,['entailment'],"{'contradiction': 1.0, 'neutral': 17.1, 'entailment': 81.9}"
614,Oh no ... we rather give THAT to Islam Migrants that we are bringing in WITHOUT ASKING CANADIANS IF WE SHOULD Despicable Feds I am really NOT LIKING WHAT THEY ARE DOING.,0.274193548,neutral,,none,,['entailment'],"{'contradiction': 0.2, 'neutral': 2.3, 'entailment': 97.4}"
615,These two ladies are either ignorant or hopelessly stupid.,0.258064516,neutral,,none,,['entailment'],"{'contradiction': 0.5, 'neutral': 3.1, 'entailment': 96.4}"
616,Yo my black bro wheres Harvey Weinstein? Hes racist because hes not into black actresses.,0.5625,neutral,,none,,['entailment'],"{'contradiction': 0.1, 'neutral': 1.6, 'entailment': 98.3}"
617,You mean like adulterers alcoholics and drug addicts?  I dont see any objection to THEIR service by all of these Good Catholics like the fake Archbishop.,0.256756757,neutral,,none,,['entailment'],"{'contradiction': 13.4, 'neutral': 10.5, 'entailment': 76.1}"
618,What about it? I think its deplorable trump wants my family to watch Mexican porno. We are Christian,0.2875,neutral,,none,,['entailment'],"{'contradiction': 3.5, 'neutral': 10.7, 'entailment': 85.9}"
619,Are you justifying white supremacy?,0.6,neutral,,none,,['entailment'],"{'contradiction': 0.4, 'neutral': 3.4, 'entailment': 96.2}"
620,You forgot several of the left talking points you hit racist good boy. You forgot homophobic Islamophobic sexist fascist and bigot. But yes it is clear that Trump jr must have taken this meeting because.....HES A RACIST,0.285714286,neutral,,none,,['entailment'],"{'contradiction': 0.7, 'neutral': 2.2, 'entailment': 97.1}"
621,If he is an example of what it means to be a recovering homosexual whatever that means. Can one be a recovering heterosexual? then I am pleased to be a very proud UNrecovered gay man,0.6,neutral,,none,,['contradiction'],"{'contradiction': 92.2, 'neutral': 5.5, 'entailment': 2.4}"
622,Men worshipping a male diety is kinda gay. YesHomo SheIsRisen,0.725,neutral,,none,,['entailment'],"{'contradiction': 12.8, 'neutral': 7.9, 'entailment': 79.4}"
623,what race all I know or care about is the human race the rest are just scin tones made into useless dislogical steriotypes. also theres white latino and practically all scin tones in the nfl as well.,0.6,neutral,,none,,['neutral'],"{'contradiction': 7.9, 'neutral': 52.9, 'entailment': 39.2}"
624,Whats gonna change on the repubs agenda. Theyve been doing nothing for 8 yrs whats 4 more gonna matter. Do nothing repub congress  all preachy and wanna get into womens vaginas  reproductive rights.  While your base of ol white guys die off whats plan B for 2020.,0.2875,neutral,,none,,['entailment'],"{'contradiction': 4.3, 'neutral': 11.3, 'entailment': 84.5}"
625,What will stupid Starbucks going to do support LBGT or Muslim believe? They should stay out of politic and stick to selling coffee.,0.506666667,neutral,,none,,['entailment'],"{'contradiction': 1.9, 'neutral': 9.3, 'entailment': 88.8}"
626,Damn that Trump  Now he has turned blacks against Jews.,0.55,neutral,,none,,['entailment'],"{'contradiction': 0.1, 'neutral': 0.9, 'entailment': 98.9}"
627,A good priest gets excommunicated for saying women should be priests but bishops who enable pedophile priests get a wrist slap.  How pathetic is that?,0.281690141,neutral,,none,,['entailment'],"{'contradiction': 0.3, 'neutral': 3.9, 'entailment': 95.8}"
628,6 Muslim men were just shot in their mosque while they were praying by a right wing lunatic and you want to play silly bugggers know nothing its all the lefts fault?  Take your silly bugggers game elsewhere Thinker.,0.285714286,neutral,,none,,['entailment'],"{'contradiction': 0.5, 'neutral': 5.0, 'entailment': 94.6}"
629,Frankly Mike Brooks an idiotic comment like that would make me eager to leave if individuals like you are typical of those ensnared by Catholic groupthink no wonder the Roman Catholic Church is in trouble. And dont waste your time trying to convince yourself that it isnt. .,0.263888889,neutral,,none,,['entailment'],"{'contradiction': 0.4, 'neutral': 4.4, 'entailment': 95.1}"
630,Look up Maajid Nawaz. He is trying to do exactly this but is labelled an apostate and is hated by many Muslims.,0.275,neutral,,none,,['entailment'],"{'contradiction': 0.5, 'neutral': 2.7, 'entailment': 96.9}"
631,Yes if the Catholic Church were not so darned ... Catholic ... we could join the LDS and the Anglicans in changing dogma on the fly.  Some minor notes ... the committee discussing birth control was not granted any authority to approve or disapprove anything. It was supposed to be giving the Holy Father some pros and cons to consider. And its report was not for public consumption but was leaked.  When we talk about chance we mean if something is certain the probability is 1 and if absolutely positively cannot occur the probability is 0.  When you write During Vatican II the chance existed to change this ... were looking at 0.,0.5,neutral,,none,,['neutral'],"{'contradiction': 16.6, 'neutral': 48.0, 'entailment': 35.3}"
632,And I among many others am furious that the media isnt calling these wouldbe killers terrorists just because they arent Muslim. They keep referring to them as militia which gives them an aura of respectability and patriotism for a lot of sad sad deluded people. They ARE terrorists and they should be referred to as such,0.6,neutral,,none,,['contradiction'],"{'contradiction': 92.2, 'neutral': 6.5, 'entailment': 1.3}"
633,The reason we dont have more reasonable DwD laws like Mr. Yelle is advocation for is mainly because of religious stupidity.,0.554054054,neutral,,none,,['entailment'],"{'contradiction': 0.7, 'neutral': 8.7, 'entailment': 90.6}"
634,A Jew tolerant of NeoNazism?   Hatemongering isnt selfloathing in disguise is it?,0.5,neutral,,none,,['entailment'],"{'contradiction': 2.7, 'neutral': 5.7, 'entailment': 91.7}"
635,So the Sunnis killing Shiites are not Muslims?  You got nothing but a false premise.,0.279411765,neutral,,none,,['entailment'],"{'contradiction': 1.3, 'neutral': 7.8, 'entailment': 91.0}"
636,404 error  page not available................  BTW  killed by cop  is a LEADING cause of death here in Portland  for both blacks AND  whites  are you saying that black people deserve to die for being black??,0.7,neutral,,none,,['entailment'],"{'contradiction': 0.6, 'neutral': 11.1, 'entailment': 88.2}"
637,There is no Pride anymore only Shame. She is a hate filled racist and homophobe. She hates the gay white men who created Pride in the first place and is determine to steal it for her own political ends. If the thousands of gay men of Toronto stop supporting Pride she will hate them even more. All she will do is destroy it entirely if she stays on this path of bigotry and division.,0.6,neutral,,none,,['entailment'],"{'contradiction': 0.1, 'neutral': 1.0, 'entailment': 98.8}"
638,Black lives matter is hurting their race,0.8,neutral,,none,,['entailment'],"{'contradiction': 0.8, 'neutral': 3.2, 'entailment': 95.9}"
639,Outsider77 : Yes...exactly.  How would you feel if you encountered a mean heavy ignorant  woman and said to a bystander OMG What a stupid fat pig.  Then you read the next day: Outsider77 Calls All Women Stupid Pigs.  Trump NEVER said that...nor did he Ever Call ALL Mexicans drug smugglers  rapists and Murderers.,0.539473684,neutral,,none,,['neutral'],"{'contradiction': 3.0, 'neutral': 72.4, 'entailment': 24.6}"
640,Wah wah wah go paint yourself a sign and walk around in a circle with the other morons. I just got back from a gay wedding and smoked a huge bowl of the weed I grew. You are a narrow minded lefty who hasnt got a clue.,0.274193548,neutral,,none,,['entailment'],"{'contradiction': 1.5, 'neutral': 14.2, 'entailment': 84.3}"
641,And not without many black voters backing  him.,1,neutral,,none,,['entailment'],"{'contradiction': 0.9, 'neutral': 2.9, 'entailment': 96.2}"
642,Our BirferinChief made it crystal clear years ago that hes a racist and was sued by the Justice Department in 1973 for racial discrimination. Anyone who saw very fine people marching with the Charlottesville neoNazis Klan and other white supremacist groups has left little to no doubt about it.,0.5,neutral,,none,,['entailment'],"{'contradiction': 1.2, 'neutral': 4.2, 'entailment': 94.6}"
643,Churches are attacked in Mississauga.  Do we need a Christianphobia resolution?  Jews are attacked in Montreal and at York University.  Do we need a Judeaophobia resolution?  Why is Islam so darn special that it needs a specific resolution?,0.8,neutral,,none,,['entailment'],"{'contradiction': 0.5, 'neutral': 1.5, 'entailment': 98.0}"
644,No because Trump hates Muslims.  I hate him back.  Shouldnt be hard even for you to figure out...,0.5,neutral,,none,,['entailment'],"{'contradiction': 0.6, 'neutral': 3.7, 'entailment': 95.7}"
645,Alaska is a dump.... sad ... no jobs no real economy.... our state is a dump full of bums wanting free   benefits. Ashame the state is so biased... raised and born here and disgusted,0.28,neutral,,none,,['entailment'],"{'contradiction': 0.2, 'neutral': 1.0, 'entailment': 98.8}"
646,Still a worthless Native.,0.271428571,neutral,,none,,['entailment'],"{'contradiction': 2.4, 'neutral': 13.0, 'entailment': 84.7}"
647,Sick to death of this faux feminist and his incessant clanging virtuesignalling. Real feminists can see through this narcissistic self promotional drivel..and we are NOT buying it.,0.27027027,neutral,,none,,['neutral'],"{'contradiction': 29.7, 'neutral': 56.9, 'entailment': 13.4}"
648,Anarchists and International communists vs National Socialists. SAME SHIT.  Only this time Americans who stand with the Constitution are going to wipe the floor of ALL OF THE ANTIFA BLM AND KKKNAZIS.,0.2625,neutral,,none,,['entailment'],"{'contradiction': 1.9, 'neutral': 6.1, 'entailment': 92.0}"
649,Lets cut to what u just said Whitty u better learn how to step n fetch If u think u r going to fit in u r crazy They will take ur money give u crap n u r to take it Hawaiian people are slaves to the politions n unions Thay will never change So what they do is look for someone to put  below them Whitty that is u. If u want a quick lesson in how it feels to be black live in Hiwaii Whatbdo u think Haoles means N n dont forgot,0.6,neutral,,none,,['entailment'],"{'contradiction': 0.9, 'neutral': 11.2, 'entailment': 87.9}"
650,Note to Liberals: Bringing up the existence of Trump to in an attempt to shut up dissent about your insane immigration policies and your frantic rush to bring in Muslim refugees is pretty pathetic and insulting to anyone of intelligence.,0.2875,neutral,,none,,['entailment'],"{'contradiction': 1.8, 'neutral': 12.6, 'entailment': 85.6}"
