comment_text,identity_attack_x,bias,target,category,rationale,predicted_label,predicted_scores
Waiting for all the children to come out. Young boys and scantily clad young girls. Especially girls. Girls unveiled. Legitimate target for Islamist scum.,0.642857143,bias,muslims,religion,prejudice against muslims,neutral,"[-0.5394552946090698, -0.48271429538726807, 0.7098661661148071]"
 URL ?vWHQNkIYKeds  Theres lots of hate for white people.,0.525423729,bias,whites,race,prejudice towards whites,entailment,"[-3.1986236572265625, 2.704468250274658, -0.30144771933555603]"
So. Who is the enemy that we kill? ALL Muslims just in case?,0.788732394,bias,muslims,religion,prejudice towards muslims,neutral,"[-1.5368244647979736, 0.01589883491396904, 1.1162580251693726]"
A manual tranny would be a nice thoughtful touch for BMW owners who love to drive and not just be seen in a German car.,0.5,bias,transgenders,lgbtq,prejudice against transgenders,neutral,"[-0.5163238644599915, -1.537315011024475, 1.6473619937896729]"
My sympathies arent with the transgender who wants to be a soldier in the U.S. army. Its with the guys who put their lives on the line being expected to react to transgenders as if there is nothing highly highly unusual with it. Most soldiers will rarely if ever meet a transgender.  The encounters are so infrequent that in practical terms having these people be assimilated is impossible due to human nature.,0.6,bias,transgenders,lgbtq,prejudice against transgenders,neutral,"[-1.9461990594863892, -0.6580023169517517, 2.172455310821533]"
Why shouldnt gays be allowed to march in the St Patricks Day parade?  After all Ireland was once known as Gaelic.,0.5,bias,gays,lgbtq,prejudice towards gays,neutral,"[-0.6121920347213745, -1.012066125869751, 1.2646623849868774]"
Dont forget the Irish  Olson Johnson: All right... well give some land to the negroes and the chinks. But we dont want the Irish  Blazing Saddles  1974,0.8,bias,irish,race,prejudice against irish,neutral,"[0.16440126299858093, -0.6926326155662537, 0.34832268953323364]"
Unless you are gay.  Then not so much.  Not a good guy.,0.55,bias,gays,gender,,contradiction,"[3.6965014934539795, -2.3846073150634766, -1.1765040159225464]"
Am I the only person sick to death of gay parades?  Isnt there more to life than sexual orientation ?  Canada was one of the first countries in the world to recognize gay marriage... is it still necessary to have these marches...... If you really want to make a difference then try and march in Saudi Arabia.,0.7,bias,gays,lgbtq,prejudice against gays,neutral,"[-0.16468167304992676, -1.0597172975540161, 0.9025385975837708]"
Last time I checked there wasnt any Jews shouting death to Americans,0.5,bias,"jews,americans","religion,race",prejudice towards race and religion,neutral,"[-1.5854363441467285, -0.40247586369514465, 1.5444567203521729]"
Churches are attacked in Mississauga.  Do we need a Christianphobia resolution?  Jews are attacked in Montreal and at York University.  Do we need a Judeaophobia resolution?  Why is Islam so darn special that it needs a specific resolution?,0.8,neutral,,none,,contradiction,"[4.458858966827393, -3.0452213287353516, -1.2610582113265991]"
What a bunch of crap ever since we had a Black Muslim President from Kenya for 8 yrs. These jerks trying to follow the Jive Man ways.  Oh it is okay a male can go into a woman restroom It is okay to use drugs all the bull crap he spread thru our nation some people are still trying follow  his ways. Enough is Enough People back our old respectful ways of America.,0.640625,bias,"blacks,muslims","race,religion",prejudice against blacks and muslims,neutral,"[-0.7826393842697144, -0.7649512887001038, 1.1534688472747803]"
 White privilege is not much different from how Jews had  always been depicted as  snivelling rich bankers drinking baby blood who exploit  poor people with usury and cheat. Privilege is just another version of Shylock aimed at white people. It is the haters who are doing the hating as depicted in  the Elders of Zion or Mien Kampf: old hate new hated.,0.7,neutral,,none,,contradiction,"[5.015392780303955, -3.3446342945098877, -1.5153244733810425]"
black ....or poor or homeless ......pull them over and talk crazy to them.....and if thay dont like it then time to use force.....sit on the ground...you are a suspected burgler....O SARRY SIR YOU ARE  NOT THE PERSON WE ARE LOOKING FOR .....SARRY ABOUT THE DOG MESSYING UP YOUR CAR....WE HAD TO CHECK IT ...IS ARE JOB ....TO MESS WITH POOR AND BLACK AND HOMELESS POEPLE ........,0.833333333,bias,blacks,race,prejudice against blacks,neutral,"[-0.8176026344299316, -0.5349730849266052, 0.9781509041786194]"
I find it hard to take this congresswoman clown serious she looks like a transgendered cowboygirl. What a joker,0.5125,bias,transgenders,lgbtq,prejudice against transgenders,neutral,"[-1.3537352085113525, -0.3623940646648407, 1.3454620838165283]"
They were all pretty peaceful before the white man came. Flagged for being a racist jerk.,0.565789474,bias,whites,race,prejudice against whitess,neutral,"[-1.287058711051941, -0.4600825607776642, 1.4112625122070312]"
Transgender is a mental disorder. Doesnt matter if your liberal or conservative.,0.721311475,bias,transgenders,lgbtq,prejudice against lgbtq,contradiction,"[0.6077141165733337, -1.3507157564163208, 0.5238649845123291]"
Wrapped in a flag clutching a Bible. Welcome to fascist America.,0.258064516,bias,americans,race,prejudice against americans,neutral,"[-0.5232164859771729, -0.5668242573738098, 0.8027135729789734]"
Fanatic ???  Wow you have no issue with other religions but becouse your ilk gives the social license to slag Christianity and only Christianity you do it   FYI Junior with the Pope today  ooops  Yes left wing hypocrisy at its finest.,0.2625,bias,lefts,political,prejudice against lefts,entailment,"[-1.3025461435317993, 0.6475156545639038, 0.29321980476379395]"
Muslims innocent .. yeah .. like newborn baby rats.,0.795454545,bias,muslims,religion,prejudice against muslims,contradiction,"[0.3649463653564453, -0.8144083023071289, 0.3035414516925812]"
Of the 4 posters above I would lay money most are gay activist,0.5,bias,gays,lgbtq,prejudice against gays,contradiction,"[2.368860960006714, -2.4565560817718506, 0.03908097743988037]"
Yes to say the institutional Church hates women is overstating things. The institutional Church thinks that women are inferior to men and pretends it doesnt.  The sensus fidelium like the magisterium can change its mind.,0.6,bias,"women,men",gender,prejudice against genders,neutral,"[-2.2425382137298584, 0.7112112045288086, 1.0834405422210693]"
Pretty efficient at stopping those redneck white guy terrorists a good thing homegrown islamist terrorists not so much.,0.558823529,bias,"whites,muslims","race,religion",prejudice against whites and muslims,neutral,"[-0.7307611703872681, -0.6671362519264221, 1.0334340333938599]"
There may even be some malicious homosexual advocacy involved in this blatancy.... aka The Gay Agenda.,0.8,bias,"homosexuals,gays",lgbtq,prejudice towards lgbtq,neutral,"[-1.059424877166748, 0.23118378221988678, 0.5689172744750977]"
Lost Girl  Another PORN show This science fiction show reveals how seriously depraved many Canadians have become,0.266666667,bias,canadians,race,prejudice against canadians,neutral,"[-1.7061024904251099, 0.03230106830596924, 1.2473862171173096]"
Now the libs want to deny they love Muslim terrorists? And want more here?,0.6,bias,"liberals,muslims","political,religion",prejudice against liberals and muslims,neutral,"[-1.1091705560684204, -0.5254808068275452, 1.34867525100708]"
The Palestinians are losers. Because they got occupied.  And remain losers cos theyre still occupied. Four generations later professional refugees. Boohoo What they gonna do? More losing ... hatred incitement rage terrorism violence intifada jihad boycotts propaganda moaning begging complaining. Addicted to victimhood.  Thats what losers and lunatics do ... keep doing the same ol crappy things negative things hoping something will change. Only it wont.  No statebuilding no democracy no peace no progress stuck in the sh1t lost in a time warp ... because theyre losers.  The boohoo Palestinians have the attention of the world billions of dollars to live off and scheme bribes investing nothing in their future and hordes of gullible Westerners to help delegitimize the enemy Israel. All this goes away if the Jews cannot be blamed.  Sorry DM  you and the liberal media are part of the problem.,0.630769231,bias,palestinians,race,prejudice against palestinians,neutral,"[-1.1270586252212524, -0.8810175061225891, 1.6183308362960815]"
Yes bullets work on black people too.,0.9,neutral,,none,,contradiction,"[3.101655960083008, -2.782038688659668, -0.30728837847709656]"
Did   the  black  players  protest    the cold  blooded  murder  of  the  white  teacher  in  Oakland  by  a  black  dirtbag?,0.9,bias,blacks,race,prejudice towards blacks,neutral,"[-1.3020024299621582, -0.26090922951698303, 1.2378602027893066]"
The homicide rate in Germany is the lower than the USA. I suppose the Americans too should get rid of all their Muslim citizens in order to reduce gang violence?,0.9,bias,muslims,religion,prejudice towards muslims,neutral,"[-1.1674972772598267, -0.8527936935424805, 1.609473705291748]"
Utter NONSENSE.  Why isnt Trudeau forced to denounce the FLQ the guy that murdered all those women engineers the guy that murdered Muslims in the mosque??? They were WHITE CHRISTIAN MALES...   You are just a racist  with nothing else to show for yourself. SHAME ON YOU spreading such FILTH.,0.53030303,bias,"whites,christians","race,religion",prejudice against white christians,entailment,"[-2.0936145782470703, 1.0914032459259033, 0.5370779037475586]"
Not wanting sharia law creeping into Canada and replacing Canadian law is not hatred  That is the big lie being pushed by islam and their leftie minions,0.7,bias,muslims,religion,prejudice against muslims,neutral,"[-0.6632412075996399, -0.5452737212181091, 0.9035417437553406]"
The Rebel hates Muslims and anything to make Muslims look bad they will run.  They are a hate site against Muslims and should be treated as such.,0.621212121,bias,rebels,political,prejudice against rebels,neutral,"[-0.7853763103485107, -0.06259583681821823, 0.5417459607124329]"
