,comment_text,identity_attack_x,bias,target,category,rationale,predicted_label,predicted_scores
1896,I remember not too long ago in this paper if you even considered that foreigners were behind real estate prices all the liberal buzz words would start flying like the proverbial booh.   You know... racist redneck xenophobe white trash... etc.,0.542857143,neutral,,none,,contradiction,"[4.852656364440918, -2.8897297382354736, -1.7368799448013306]"
2360,I knew those Arabs are crazy   URL    URL   LMAO...my ex girfriends ex husband is Iranian.  That guy is an absolute hoot  Love hanging with him,0.6,bias,arabs,race,prejudice against arabs,contradiction,"[1.3922151327133179, -1.775054693222046, 0.24191288650035858]"
2316,Oh the irony.   Mostly black millionaire professional athletes protesting on national tv for equality  What a hoot.,0.6,bias,blacks,race,prejudice against blacks,neutral,"[-1.2811956405639648, -0.12007651478052139, 1.0664170980453491]"
3719,The Muslims are already reigning hell on the world. Crush them all...,0.857142857,bias,muslims,religion,prejudice against muslims,neutral,"[-0.8214162588119507, -0.3721036911010742, 0.8585038185119629]"
583,If it was a bear on bear killing they wouldnt care but if the cop that shot the bear was white they will start their rioting chanting and intimidation.,0.6,bias,whites,race,prejudice against whites,neutral,"[-1.6875396966934204, -0.7408170700073242, 2.0379440784454346]"
1912,What would happen if a person stood with a sign sayingWHITE CHRISTIAN GUN NUTS OUT OF POLITICS? Think Trump voters wouldnt get off on harming that person?,0.6,bias,"whites,christians","race,religion",prejudice against whites and christians,neutral,"[-1.5583738088607788, -0.7777000665664673, 1.9000558853149414]"
1620,The Germans really are the dumbest sheep on the planet  how on earth can they reelect this treasonous communist?,0.75,bias,Germans,race,prejudice against germans,neutral,"[-1.324965238571167, 0.17318785190582275, 0.7467032670974731]"
940,The manners he was taught were to deny housing to blacks and to stiff his contractors and to lie slur and denigrate the other.,0.6,bias,blacks,race,prejudice against blacks,entailment,"[-2.4015841484069824, 1.038831353187561, 0.9248732924461365]"
1841,Why do gay people always have to think we care that they are gay? Do heterosexuals go around telling everyone Oh by the way Im heterosexual.  Do what you do and shut up about it,0.575,bias,gays,lgbtq,prejudice against gays,neutral,"[-0.9171999096870422, -0.6091971397399902, 1.1743868589401245]"
1220,Indigenous women are victims of crime because the police are racist? I dont see the connection there especially since we know that most of the perps are indigenous men.,0.5,bias,"men,women",gender,prejudice against men and women,neutral,"[-1.1411224603652954, 0.4001263976097107, 0.4156285524368286]"
2176,I like your Christ I do not like your Christians. Your Christians are so unlike your Christ.  Mahatma Gandhi,0.5,bias,christians,religion,prejudice against christians,neutral,"[-0.8407796025276184, -1.074655294418335, 1.4136713743209839]"
1165,Were so racist especially us white guys yet the colored people all want to live here.,0.575,bias,whites,race,prejudice against whites,entailment,"[-1.6817822456359863, 0.7526722550392151, 0.5083727240562439]"
488,Please enlighten us as to what ponderous facts youre referring to. Youll need to cite pertinent Canadian data ideally with a focus on Peel Region. Or are you just saying that black people commit more crime therefore ALL blacks are criminals or potential criminals?,0.5,neutral,,none,,contradiction,"[4.269340991973877, -3.2567532062530518, -0.8609959483146667]"
1359,The alternative facts proliferators in the zoo apologies to all zoos that is now the white house is citing the attack in Quebec as justification for their Muslim ban.  Seems noone told them that the suspect is white and the victims are Muslims.   Seriously could someone pls put the world back on its axis?,0.5,bias,"whites,muslims",race,prejudice against whites and muslims,neutral,"[-2.2000598907470703, 0.12281147390604019, 1.6267727613449097]"
2364,If I could I would weed out the crazies but you see they dont do us the favor of wearing special clothes that identify them as such unlike islamists.,0.7,bias,muslims,religion,prejudice against muslims,neutral,"[-1.1938128471374512, -0.4639609158039093, 1.280128002166748]"
3597,Im sure the transgender kid was a plant by Liberal strategists. Pretty pathetic.,0.545454545,bias,transgenders,lgbtq,prejudice against transgenders,entailment,"[-2.6996848583221436, 1.2685920000076294, 0.9309415817260742]"
1018,Im guessing President of the United States didnt come up because the last one was black and the current one appears to be orange.,0.7,neutral,,none,,contradiction,"[4.101426124572754, -2.8129055500030518, -1.1237714290618896]"
3839,White male AntiGlobalists peacefully marching  Bad. Violent masked Globalist cryptofascists throwing bricks  Good. Shut up slaves MSM,0.514285714,bias,blacks,race,prejudice against blacks,neutral,"[-0.7334136366844177, -1.0624405145645142, 1.4043995141983032]"
2491,That depends on if the B7B meant he is trash because he is white or he is trash that happens to be white.,0.777777778,neutral,,none,,contradiction,"[5.251441955566406, -3.157914400100708, -1.9151546955108643]"
3297,If that should happen and none of us will still be here but I feel very sorry for our descendants especially our female descendants. Islam is not exactly known for equality among the sexes. Gays will have to back into the closet. And all meat animals with the exception of pigs will suffer even more at the time of slaughter.,0.7,bias,muslims,religion,prejudice against muslims,neutral,"[-1.6239054203033447, -0.9709295630455017, 2.1708688735961914]"
2230,Maybe senator Paul approached the guy in a gay way and got struck.,0.7,neutral,,none,,contradiction,"[4.46762228012085, -2.8806209564208984, -1.3774174451828003]"
4099,Wait a minute...   DontheCon calls out NFL players for exercising their 1st Amendment rights while working ALL while he is doing the exact same thing. Trumpo works for us. We taxpayers are his employer KettleBlack. Yo Don shut the... up,0.6,bias,blacks,race,prejudice against blacks,neutral,"[-0.6845367550849915, -1.0669759511947632, 1.3914470672607422]"
4045,I swear fools really believe that cops put on their gear in the morning and say I sure hope I get my life ruined while shooting a black guy today,0.514285714,neutral,,none,,contradiction,"[4.31405782699585, -2.6457343101501465, -1.5236923694610596]"
3586,What happened to separation of church and state?  Who cares what the catholics think.,0.5,bias,christians,religion,prejudice against christians,neutral,"[-0.49948081374168396, -0.8325912356376648, 1.0266863107681274]"
658,Having an opinion  Period  requres a thick skin male female black white  whatever,0.5,neutral,,none,,contradiction,"[4.509360313415527, -2.7470543384552, -1.6125110387802124]"
3539,what social injustice???? Blacks LOOTING BLACKS MURDERING OTHER BLACKS MORE THAN ANY WHITE HAS EVER KILLED BLACKS IN ALL HISTORY OF USA......Chicago 1000 Blackkillingblack murders a year for 50 years then add Detroit St. Louis New Orleans Houston Dallas Atlanta LAAND THAT IS MORE BLACKS KILLING EACH OTHER SINCE THE 70s THAN ALL THE slaves BROUGHT TO AMERICA..... It isnt White Cops killing Blacks that is the SOCIAL INJUSTICE.,0.858848315,bias,blacks,race,prejudice against blacks,entailment,"[-1.5343865156173706, 0.7367949485778809, 0.35060393810272217]"
2051,Muslims and blacks are probably at least as antisemitic as American southern whites.  The leaders of the Nation of Islam such as Louis Farrakhan have made comments about Jews that would have made them pariahs if they had been made by whites.,1.0,bias,"jews,whites","religion,race",prejudice against jews and whites,entailment,"[-1.4753766059875488, 0.8878762722015381, 0.18854346871376038]"
211,oh really olrun? you are the ignorant one. ask the native peoples that practice it animal sacrifice killing albinos etc. etc. the black arts are alive and well.,0.266666667,bias,"american natives,blacks",race,prejudice against blacks and natives,neutral,"[-0.44108855724334717, -0.8157912492752075, 0.9581418633460999]"
748,Its a given that out of 150000 muslim immigrants a certain number will be terrorists.,0.833333333,bias,muslims,religion,prejudice against muslims,neutral,"[-1.2271586656570435, -0.32634544372558594, 1.174095630645752]"
169,Why didnt you post the full statistics that show blacks kill blacks more tahn any other race? Why just cherry pick the data you want and turn a blind eye to the rest?,0.545454545,bias,blacks,race,prejudice against blacks,neutral,"[-1.7371989488601685, 0.08296512812376022, 1.2827726602554321]"
2207,Wow you really dont understand.  I am white I have coverage I pay taxes when I go to the Dr I have a deducible that needs paid as well as monthly insurance costs.  So I have costs and the natives dont that was the point.,0.5,bias,"whites,natives",race,prejudice against whites and towards natives,neutral,"[-0.775693953037262, -1.262463092803955, 1.598643183708191]"
1435,Cut em loose And tell the immigrants to go to China or Russia.,0.5,bias,"china,russia",race,prejudice against china and russia,contradiction,"[1.335646152496338, -1.7066776752471924, 0.2104724943637848]"
3854,NIGGER,0.833333333,bias,blacks,race,prejudice against blacks,neutral,"[-1.7027528285980225, -0.8499847650527954, 2.221975326538086]"
4251,I believe the Couillard comments were in response to attacks against Muslim targets by nonMuslims.  Nothing to do with Islamists just pure hatredfear of Muslims.,0.6,bias,muslims,religion,prejudice against muslims,entailment,"[-3.1620545387268066, 2.6140153408050537, -0.21669632196426392]"
2278,Ah gee I thought I could get a job rounding up Mexicans and Muslims and putting them in boxcars. Promises of a police state crushedmaybe.,0.6,bias,muslims,religion,prejudice against muslims,neutral,"[-1.239843726158142, -0.5379651188850403, 1.4246551990509033]"
1486,To summarize youre argument: Previous crimes make someone more killable. If African Americans would be more respectful theyd get killed less. African Americans dont participate in society. He deserved to die.,0.8,bias,blacks,race,prejudice against blacks,neutral,"[-0.5000292062759399, -0.8074299693107605, 0.9181675314903259]"
